Name|Vintage|Grade|Review|Author|Attr_1,Attr_2,...,Attr_n-1,Attr_n,|Price|Country|Region|IssueDate
DOMAINE D'E CROCE Vin de Pays de l'Ile de Beauté YL White|2010|91|This rich, full-bodied and complex white features ripe melon, tangerine and savory herbal flavors. The mineral-infused finish has notes of honey cream, candied citrus and chocolate mint. Drink now through 2016. 110 cases imported.|–KM|CITRUS,TANGERINE,MELON,HERBS,MINT,CHOCOLATE,HONEY,FULL-BODIED,WHITE,COMPLEX,RICH,|26|France|Corsica|Web Only - 2012
DOMAINE DE L'ECHEVIN Côtes du Rhône-Villages White St.-Maurice Guillaume de Rouville|2010|91|Very vivid, with racy floral aromas leading the way for bright green almond, green plum and Cavaillon melon notes. The long, creamy finish has a nice minerality rippling underneath. Drink now through 2013. 417 cases made.|–JM|MELON,PLUM,ALMOND,MINERAL,CREAM,FLORAL,BRIGHT,LONG,NICE,RACY,VIVID,|30|France|Southern Rhône|Feb 29, 2012
BIRGIT EICHINGER Grüner Veltliner Qualitätswein Trocken Kamptal Wechselberg|2010|90|Very spicy and creamy, with concentrated flavors of apple pastry, peach cobbler and ruby grapefruit. Mineral and spice linger on the rich finish. Drink now through 2020. 75 cases imported.|–KM|GRAPEFRUIT,APPLE,PEACH,CREAM,SPICE,SPICE,CONCENTRATED,RICH,|22|Austria|Niederösterreich|Nov 15, 2011
ELK COVE Pinot Noir Willamette Valley Clay Court|2010|93|Light and sleek, with raspberry, cherry and delicately meaty flavors, mingling effortlessly against a light veil of tannins as the finish lingers. Drink now through 2018. 352 cases made.|–HS|LONG FINISH,RASPBERRY,TANNINS,LIGHT-BODIED,SLEEK,|48|Oregon|Oregon|Dec 31, 2012
ELK COVE Pinot Noir Willamette Valley Five Mountain|2010|92|Light and lively, with expressive raspberry, clotted cream and mocha flavors that mingle harmoniously as the finish glides on. The tannins are polished, and the flavors emerge easily. Drink now through 2018. 339 cases made.|–HS|RASPBERRY,MOCHA,CREAM,TANNINS,LIGHT-BODIED,EXPRESSIVE,HARMONY,LIVELY,POLISHED,|48|Oregon|Oregon|Dec 31, 2012
ELK COVE Pinot Noir Willamette Valley|2010|91|Light on its feet and intense in flavor, offering tea leaf-accented cherry and pomegranate flavors, with nicely buffed tannins. Finishes with richness and deftness. Drink now through 2018. 7,227 cases made.|–HS|CHERRY,POMEGRANATE,TEA,TANNINS,LIGHT-BODIED,INTENSE,NICE,RICH,|29|Oregon|Oregon|Feb 28, 2013
ELK COVE Pinot Noir Willamette Valley Mount Richmond|2010|92|Polished, ripe and generous on a relatively light frame, offering its cherry and dark berry flavors plus a hint of orange peel and black tea as the finish lingers expressively. Drink now through 2018. 696 cases made.|–HS|ORANGE PEEL,DARK BERRY,BLACK TEA,LONG FINISH,CHERRY,LIGHT-BODIED,GENEROUS,POLISHED,|48|Oregon|Oregon|Feb 28, 2013
ERNIE ELS Cape Winemakers Guild Stellenbosch|2010|94|This is packed, but has laserlike focus, with a mouthwatering licorice snap note that acts as the spine for the core of currant paste, steeped fig and blackberry fruit. Lots of maduro tobacco and tar notes course through the grip-filled finish. Good intensity and vivacity. Cabernet Sauvignon, Shiraz and Merlot. Best from 2013 through 2020. 50 cases made.|–JM|BLACKBERRY,CURRANT,FIG,TOBACCO,TAR,LICORICE,FOCUS,INTENSITY,MOUTHWATERING,|-1|South Africa|Coastal Region|Web Only - 2012
ERATH Pinot Noir Willamette Valley Sweet Harvest|2010|91|A sweet Pinot Noir? Why not? Reminiscent of a blush wine with extra depth, more richness and sweetness, this deftly balances its watermelon and pink raspberry flavors against a juicy structure. Drink now. 100 cases made.|–HS|RASPBERRY,WELL-STRUCTURED,DEPTH,JUICY,RICH,SWEET,SWEET,|25|Oregon|Oregon|Web Only - 2012
ERATH Pinot Blanc Willamette Valley Sweet Harvest|2010|90|Sweet and silky, this is vibrant, with a balance of acidity to bring forth the ripe pear and honey flavors, finishing with a refreshing lilt. Drink now through 2014. 100 cases made.|–HS|PEAR,HONEY,ACIDITY,BALANCE,REFRESHING,RIPE,SILKY,SWEET,VIBRANT,|25|Oregon|Oregon|Web Only - 2012
ERATH Pinot Noir Willamette Valley Le Jour Magique White|2010|91|Supple, fleshy and distinctive, with earthy, peppery overtones adding complexity to the peach, orange and pear fruit, folding together smoothly on the finish. Drink now through 2016. 234 cases made.|–HS|ORANGE,PEACH,FRUIT,EARTHY,COMPLEX,DISTINCTIVE,FLESHY,SMOOTH,SUPPLE,|55|Oregon|Oregon|Web Only - 2013
DE BORTOLI Bella Riva White King Valley|2012|85|Light, sweet and slightly effervescent, with floral pear flavors that linger delicately. Riesling and Moscato. Drink now. 1,000 cases made.|–HS|PEAR,FLORAL,LIGHT-BODIED,LINGER,|15|Australia|Australia|Web Only - 2013
SHADOW CHASER White McLaren Vale|2012|86|Light and refreshing, with a core of grapefruit flavors accented by fruit cocktail notes, finishing gently. Chardonnay. Drink now. 2,200 cases made.|–HS|GRAPEFRUIT,FRUIT,LIGHT-BODIED,REFRESHING,|15|Australia|Australia|Web Only - 2013
VIÑA VENTISQUERO Sauvignon Blanc Lolol Valley Yali Wetland Winemaker's Selection|2012|86|This open-knit white weaves spring herb notes with juicy lemon-lime and creamed white peach flavors that linger on the solid finish. Drink now. 12,000 cases imported.|–NW|WHITE PEACH,LEMON-LIME,HERBS,SOLID,WHITE,JUICY,LINGER,|10|Chile|Rapel|Web Only - 2013
WAKEFIELD Riesling Clare Valley|2012|87|On the tart side, with a peach note weaving through the citrus flavors. Drink now through 2016. 1,000 cases imported.|–HS|CITRUS,PEACH,|17|Australia|Australia|Web Only - 2013
WAKEFIELD Sauvignon Blanc Adelaide Hills|2012|87|Fresh and appealing, with pear and floral flavors, hinting at lime as the crisp finish lingers. Drink now. 1,000 cases imported.|–HS|LONG FINISH,LIME,PEAR,FLORAL,APPEALING,CRISP,FRESH,|17|Australia|Australia|Web Only - 2013
WIRRA WIRRA Grenache McLaren Vale Mrs. Wigley Rosé|2012|86|Neon pink, with sour-candy raspberry flavors on a tart frame. Drink now. 500 cases imported.|–HS|RASPBERRY,|15|Australia|Australia|Web Only - 2013
A TO Z WINEWORKS Pinot Gris Oregon|2011|88|Light and refreshing, offering flavors of apple and green pear that finish with a touch of almond blossom. Drink now. 41,146 cases made.|–HS|APPLE,PEAR,ALMOND,LIGHT-BODIED,REFRESHING,|12|Oregon|Oregon|Nov 30, 2012
MARZIANO ABBONA Langhe White Cinerino|2011|86|A lean, spicy style, boasting peach, grapefruit, nutmeg and clove flavors. Subtle and persistent. Not suited for everyone's taste, but distinctive. Drink now. 50 cases imported.|–BS|GRAPEFRUIT,PEACH,SPICE,DISTINCTIVE,PERSISTENT,SUBTLE,|45|Italy|Piedmont|Web Only - 2012
ACHIARY-ASTART Côtes du Rhône-Villages White Cairanne Domaine Les Hautes Cances Cuveé Tradition|2011|88|Bright and juicy, with plantain, chamomile and melon flavors that bounce together through the lively finish. Drink now. 50 cases imported.|–JM|MELON,CHAMOMILE,BRIGHT,JUICY,LIVELY,|18|France|Southern Rhône|Nov 15, 2012
ADELSHEIM Pinot Gris Willamette Valley|2011|88|Fresh and lively, with a raw edge to the pear and citrus flavors, lingering enticingly. Drink now through 2014. 16,500 cases made.|–HS|CITRUS,PEAR,FRESH,LINGER,LIVELY,|19|Oregon|Oregon|Web Only - 2013
AIRFIELD Pinot Gris Yakima Valley|2011|89|Light, fresh and jazzy, offering a juicy hit of grapefruit, lemon and spice that lingers enticingly. Drink now. 1,101 cases made.|–HS|GRAPEFRUIT,SPICE,LIGHT-BODIED,JUICY,|15|Washington|Washington|Web Only - 2012
AIRFIELD Sangiovese Yakima Valley Vineyard Salute Ruby Rosé|2011|89|Pale and zippy, with a refreshing lilt of watermelon and lime dancing on a light frame. Finishes dry. Drink now. 562 cases made.|–HS|LIME,LIGHT-BODIED,DRY,REFRESHING,|15|Washington|Washington|Web Only - 2012
AIRFIELD Riesling Yakima Valley|2011|89|Fresh and vibrant, light on its feet, this slightly sweet Riesling is dripping with lemon custard and green apple flavors. Drink now through 2015. 1,001 cases made.|–HS|GREEN APPLE,LEMON CUSTARD,LIGHT-BODIED,DRIPPING,FRESH,SWEET,VIBRANT,|15|Washington|Washington|Oct 31, 2012
AIRFIELD Sauvignon Blanc Yakima Valley|2011|87|Fresh and light, with pretty lime and lime blossom flavors that linger delicately. Drink now. 1,079 cases made.|–HS|LIME BLOSSOM,LIME,LIGHT-BODIED,FRESH,LINGER,|15|Washington|Washington|Nov 30, 2012
AIRFIELD Chardonnay Yakima Valley Unoaked|2011|88|Fresh and vibrant, showing lovely pear, lime and floral character on a creamy-textured frame. Shows charm and refinement. Drink now through 2014. 2,989 cases made.|–HS|LIME,PEAR,CHARACTER,FRESH,LOVELY,VIBRANT,|15|Washington|Washington|Dec 15, 2012
ANCIENT CELLARS Pinot Gris Willamette Valley Gilt|2011|89|Light and soft, with a broad texture and lovely lemon curd and pear flavors, lingering nicely. Drink now. 120 cases made.|–HS|LEMON CURD,PEAR,LIGHT-BODIED,BROAD,LINGER,LOVELY,|16|Oregon|Oregon|Web Only - 2013
APEX Sauvignon Blanc Columbia Valley|2011|87|Light and tangy, this tart on balance, with tangerine peel and lime flavors. Drink now through 2014. 1,700 cases made.|–HS|LIME,TANGERINE,LIGHT-BODIED,BALANCE,|15|Washington|Washington|Nov 30, 2012
DOMAINE LES APHILLANTHES Côtes du Rhône White Clémentia Blanc|2011|89|This has a plump core of pineapple and yellow apple fruit, but the edges are racy, with chamomile and salted butter lending cut and definition through the finish. Drink now. 200 cases imported.|–JM|APPLE,PINEAPPLE,BUTTER,CHAMOMILE,RACY,|18|France|Southern Rhône|Web Only - 2012
ARMIDA Antidote White Sonoma County|2011|86|Appealing, with ripe apple, pear and melon flavors, showing pretty floral highlights and a softly juicy acidity. Pinot Gris, Sauvignon Blanc, Vernaccia, Gewürtztraminer and Chardonnay. Drink now. 607 cases made.|–MW|RIPE APPLE,ACIDITY,MELON,FLORAL,APPEALING,|20|California|Sonoma|Web Only - 2013
ARNOUX & FILS Vacqueyras White Vieux Clocher Classic|2011|87|This has a light brioche shading, with soft peach and melon hints and a whiff of blanched almond on the medium-weight finish. Drink now. 100 cases imported.|–JM|SPECIFIC FINISH,PEACH,MELON,ALMOND,BRIOCHE,LIGHT-BODIED,|20|France|Southern Rhône|Web Only - 2012
L'AVENIR Pinotage Western Cape|2011|85|Offers good, direct plum, licorice and toasted vanilla notes, with a light twinge of plum skin on the finish. Drink now. 500 cases imported.|–JM|PLUM,VANILLA,LIGHT-BODIED,|13|South Africa|Western Cape|Web Only - 2012
L'AVENIR Chenin Blanc Western Cape|2011|87|Bright and refreshing, with lively white peach, chamomile and lemon chiffon notes backed by nice cut on the finish. Drink now. 500 cases imported.|–JM|WHITE PEACH,LEMON,BRIGHT,LIVELY,NICE,REFRESHING,|13|South Africa|Western Cape|Web Only - 2012
AVENNIA Sauvignon Blanc Yakima Valley Oliane Boushey Vineyard|2011|86|Fresh and open-textured, with loamy earth and white pepper accents to the pear and floral flavors. Drink now. 200 cases made.|–HS|WHITE PEPPER,PEAR,MINERAL,FLORAL,FRESH,|25|Washington|Washington|Web Only - 2013
CHÂTEAU L'AVOCAT Graves White|2011|89|Shows a good mix of grapefruit pulp and bitter lemon, with thyme and tarragon notes. The lively finish picks up a quinine note. Drink now through 2014.|–JM|GRAPEFRUIT,LEMON,LIVELY,|-1|France|Bordeaux|Web Only - 2013
BACALHÔA Península de Setúbal JP Azeitão White|2011|87|A taut white, offering a floral aroma and flavors of peach and green nectarine, with hints of shiso leaf. Saline and crushed stone notes extend on the direct, crisp finish. Drink now. 3,000 cases imported.|–KM|NECTARINE,PEACH,FLORAL,LEAF,WHITE,CRISP,TAUT,|9|Portugal|Portugal|Dec 31, 2012
BACALHÔA Península de Setúbal White Serras de Azeitão Selecção di Enólogo|2011|86|Pretty violet, peach and white plum flavors feature a hint of sweetness and richness. Salted almond notes show on the clean finish. Drink now. 1,000 cases imported.|–KM|PEACH,PLUM,ALMOND,VIOLET,CLEAN,RICH,SWEET,|10|Portugal|Portugal|Web Only - 2013
CASTELLO BANFI Toscana White Centine White|2011|86|A sleek, focused style, evoking baked apple, spice and subtle caramel flavors. A bitter grapefruit element graces the finish. Sauvignon Blanc, Pinot Grigio and Chardonnay. Drink now. 18,300 cases made.|–BS|GRAPEFRUIT,APPLE,FOCUSED,SLEEK,SUBTLE,|11|Italy|Tuscany|Apr 30, 2013
BASILISCO Basilicata White Sophia|2011|87|This light white is marked with layers of white flowers, melon, almond and lime that carry the focused and fresh finish. Drink now. 800 cases made.|–NW|EXCELLENT FINISH,LIME,MELON,LIGHT-BODIED,WHITE,FOCUSED,LAYERS,|22|Italy|Basilicata|Web Only - 2013
CHÂTEAU BEL AIR PERPONCHER Bordeaux White|2011|87|A bright, high-pitched style, with talc, chamomile and white peach notes and a brisk finish. A touch shy on generosity, but shows ample purity. Drink now.|–JM|WHITE PEACH,CHAMOMILE,BRIGHT,PURITY,STYLE,|-1|France|Bordeaux|Web Only - 2013
BENTON-LANE Pinot Gris Willamette Valley|2011|87|Light and bright, with juicy honeydew and almond flavors that dance deftly through the finish. Drink now. 4,812 cases made.|–HS|ALMOND,LIGHT-BODIED,BRIGHT,DANCE,JUICY,|17|Oregon|Oregon|Nov 30, 2012
C.H. BERRES Riesling Kabinett Mosel Ürziger Würzgarten|2011|87|Glistens with fruity flavors of red peach, apricot, fig and spiced pear that are lush and well-rounded. Creamy notes linger on the finish. Drink now through 2018. 650 cases made.|–KM|APRICOT,PEACH,PEAR,FRUIT,CREAM,SPICE,RED,LINGER,|22|Germany|Germany|Web Only - 2013
C.H. BERRES Riesling Spätlese Mosel Ürzig Würzgarten (AP 3)|2011|89|A firm version, with well-structured green peach flavors, showing hints of austerity and minerality. Sleek, displaying some lingering herbal notes. Crisp and focused on the finish. Drink now through 2025. 220 cases made.|–KM|PEACH,HERBS,MINERAL,WELL-STRUCTURED,CRISP,FIRM,FOCUSED,LINGER,|26|Germany|Germany|Apr 30, 2013
GÉRARD BERTRAND Pays d'Oc Cigalus White|2011|89|Offers a creamy aroma, with seductive flavors of ripe pear, apple cobbler and peach pie that are viscous and rich. A distinctive smoky note accents the midpalate, carrying through to the long, well-spiced finish. Drink now through 2016. 6,000 cases made.|–KM|APPLE,PEACH,PEAR,SMOKE,CREAM,ACCENTS,DISTINCTIVE,LONG,RICH,RIPE,|60|France|Languedoc-Roussillon|Web Only - 2013
BISCHÖFLICHE WEINGÜTER TRIER Riesling QbA Mosel DOM|2011|89|Juicy, with firm, lush flavors of red peach, dried berry and chamomile. A note of candied citrus lingers on the crisp, minerally finish. Drink now through 2016. 1,500 cases made.|–KM|DRIED BERRY,SPECIFIC FINISH,CITRUS,PEACH,RED,CRISP,FIRM,JUICY,|17|Germany|Germany|Mar 31, 2013
BISCHÖFLICHE WEINGÜTER TRIER Riesling Spätlese Mosel DOM|2011|89|Displays a fatness and richness to the peach and ripe apple flavors, offering plenty of vanilla and spice. Shows enticing juiciness as well, with a pleasantly filigreed midpalate. The creamy finish offers red fruit accents. Drink now through 2032. 1,000 cases made.|–KM|RIPE APPLE,RED FRUIT,PEACH,VANILLA,CREAM,SPICE,ENTICING,RICH,|23|Germany|Germany|Apr 30, 2013
WOLF BLASS Chardonnay South Australia Yellow Label|2011|88|Fresh and vibrant, refreshing for its pear, peach and floral flavors, which dance lightly on the finish. Drink now through 2015. 3,600 cases imported.|–HS|PEACH,PEAR,DANCE,FRESH,REFRESHING,VIBRANT,|12|Australia|Australia|Jul 31, 2012
WOLF BLASS Riesling Adelaide Gold Label|2011|88|Light and tangy, as a hint of mandarin orange adds to the lime and citrus blossom flavors. Dry finish. Drink now through 2015. 460 cases imported.|–HS|CITRUS BLOSSOM,LIME,ORANGE,LIGHT-BODIED,DRY,|18|Australia|Australia|Jul 31, 2012
BOEDECKER Pinot Noir Willamette Valley Rosé Reflection|2011|86|Light, with watermelon and hibiscus flavors that finish light and refreshing. Drink now. 400 cases made.|–HS|LIGHT-BODIED,REFRESHING,|13|Oregon|Oregon|Web Only - 2013
BOEKENHOUTSKLOOF The Wolftrap Red Western Cape|2011|86|A flash of white pepper gives way to soft plum, mulled cherry and steeped vanilla bean notes, with a gentle finish. Syrah, Mourvèdre and Viognier. Drink now. 17,000 cases imported.|–JM|WHITE PEPPER,CHERRY,PLUM,VANILLA,|11|South Africa|Western Cape|Dec 31, 2012
BOEKENHOUTSKLOOF Sauvignon Blanc Stellenbosch Helderberg Wijnmakerij|2011|85|Fresh and quick, offering Meyer lemon and thyme notes, with the herb edge lingering on the finish. Drink now. 200 cases imported.|–JM|LEMON,HERBS,FRESH,LINGER,|13|South Africa|Coastal Region|Web Only - 2013
BOER & BRIT Pinotage Western Cape Trans-Karoo|2011|85|Ripe, with plum and blackberry jam notes backed by notes of prune and cocoa. Fleshy finish, but a touch heavy-handed in the end. Drink now. 2,000 cases made.|–JM|BLACKBERRY JAM,PLUM,PRUNE,COCOA,RIPE,|20|South Africa|Western Cape|Web Only - 2012
REGIS & BRUNO BOISSON Côtes du Rhône-Villages White Cairanne|2011|87|Core of pear, green almond, kiwi pulp and melon rind notes is backed by a light stony tinge on the high-toned finish. Drink now. 400 cases made.|–JM|MELON,PEAR,ALMOND,LIGHT-BODIED,|17|France|Southern Rhône|Web Only - 2012
REGIS & BRUNO BOISSON Côtes du Rhône-Villages White Cairanne L'Exigence|2011|88|Forward, with a lightly soft edge to the peach, brioche and toasted almond hints, and a lingering, open-knit finish. Flattering style. Drink now. 250 cases made.|–JM|PEACH,ALMOND,LINGER,STYLE,|21|France|Southern Rhône|Web Only - 2012
BOOMTOWN Chardonnay Washington|2011|87|Fresh and vivid, with pretty pineapple and citrus flavors. Drink now. 750 cases made.|–HS|CITRUS,PINEAPPLE,FRESH,VIVID,|15|Washington|Washington|Web Only - 2013
